"Code Ministère","Ministère","Mission","Code Programme","Nom Programme","Code Action","Nom Action","Code Titre","Nom Titre","AELF 2013","AEPLF 2014","AELFi 2014","CPLF 2013","CPPLF 2014","CPLFi 2014"
"2","Culture","Culture","175","Patrimoines","1","Patrimoine monumental","6","dépenses d’intervention","150910697","156801667","156801667","157799148","162424596","162424596"
"2","Culture","Culture","175","Patrimoines","2","Architecture","6","dépenses d’intervention","8912300","8698750","8698750","8912300","8698750","8698750"
"2","Culture","Culture","175","Patrimoines","3","Patrimoine des musées de France","6","dépenses d’intervention","24244400","27357663","27357663","27796900","27355490","27355490"
"2","Culture","Culture","175","Patrimoines","4","Patrimoine archivistique et célébrations nationales","6","dépenses d’intervention","6604500","6590000","6590000","7954500","8690000","8690000"
"2","Culture","Culture","175","Patrimoines","7","Patrimoine linguistique","6","dépenses d’intervention","2563833","2550833","2550833","2563833","2550833","2550833"
"2","Culture","Culture","175","Patrimoines","8","Acquisition et enrichissement des collections publiques","6","dépenses d’intervention","3287820","3287820","3287820","3287820","3287820","3287820"
"2","Culture","Culture","175","Patrimoines","9","Patrimoine archéologique","6","dépenses d’intervention","6547000","9698372","9698372","6602000","7095000","7095000"
"2","Culture","Culture","224","Transmission des savoirs et démocratisation de la culture","1","Soutien aux établissements d'enseignement supérieur et insertion professionnelle","6","dépenses d’intervention","75370287","82729395","82729395","74770129","80529395","80529395"
"2","Culture","Culture","224","Transmission des savoirs et démocratisation de la culture","2","Soutien à la démocratisation et à l'éducation artistique et culturelle","6","dépenses d’intervention","81803749","76951000","76951000","81803749","76951000","76951000"
"2","Culture","Culture","224","Transmission des savoirs et démocratisation de la culture","3","Soutien aux établissements d'enseignement spécialisé","6","dépenses d’intervention","21921000","15000000","15000000","21921000","15000000","15000000"
"2","Culture","Culture","224","Transmission des savoirs et démocratisation de la culture","6","Action culturelle internationale","6","dépenses d’intervention","6150932","5992059","5992059","6150932","5992059","5992059"
"2","Culture","Culture","131","Création","1","Soutien à la création, à la production et à la diffusion du spectacle vivant","7","dépenses d’opérations financières","9770003","9178187","9178187","12290003","9178187","9178187"
"2","Culture","Culture","131","Création","2","Soutien à la création, à la production et à la diffusion des arts plastiques","7","dépenses d’opérations financières","5408273","2898679","2898679","5408273","2898679","2898679"
"2","Culture","Culture","175","Patrimoines","1","Patrimoine monumental","7","dépenses d’opérations financières","40055000","48449395","48449395","31855000","42949395","42949395"
"2","Culture","Culture","175","Patrimoines","2","Architecture","7","dépenses d’opérations financières","1197500","685313","685313","1197500","685313","685313"
"2","Culture","Culture","175","Patrimoines","3","Patrimoine des musées de France","7","dépenses d’opérations financières","31688854","26350124","26350124","34848854","27830124","27830124"
"2","Culture","Culture","175","Patrimoines","8","Acquisition et enrichissement des collections publiques","7","dépenses d’opérations financières","2318745","2118745","2118745","2318745","2118745","2118745"
"2","Culture","Culture","224","Transmission des savoirs et démocratisation de la culture","1","Soutien aux établissements d'enseignement supérieur et insertion professionnelle","7","dépenses d’opérations financières","7670544","7632579","7632579","7670544","7632579","7632579"
"70","Défense","Défense","144","Environnement et prospective de la politique de défense","3","Recherche et exploitation du renseignement intéressant la sécurité de la France","2","dépenses de personnel","469465471","480982274","480982274","469465471","480982274","480982274"
"70","Défense","Défense","144","Environnement et prospective de la politique de défense","7","Prospective de défense","2","dépenses de personnel","77339998","82209708","82209708","77339998","82209708","82209708"
"70","Défense","Défense","144","Environnement et prospective de la politique de défense","8","Relations internationales","2","dépenses de personnel","86276115","81170529","81170529","86276115","81170529","81170529"
"70","Défense","Défense","146","Équipement des forces","11","Préparation et conduite des opérations d'armement","2","dépenses de personnel","2005525123","1920557202","1920557202","2005525123","1920557202","1920557202"
"70","Défense","Défense","178","Préparation et emploi des forces","1","Planification  des moyens et conduite des opérations","2","dépenses de personnel","1128717151","1106705888","1106705888","1128717151","1106705888","1106705888"
"70","Défense","Défense","178","Préparation et emploi des forces","2","Préparation des forces terrestres","2","dépenses de personnel","6342405495","6163616198","6163616198","6342405495","6163616198","6163616198"
"70","Défense","Défense","178","Préparation et emploi des forces","3","Préparation des forces navales","2","dépenses de personnel","2470539416","2488907680","2488907680","2470539416","2488907680","2488907680"
"70","Défense","Défense","178","Préparation et emploi des forces","4","Préparation des forces aériennes","2","dépenses de personnel","2555545990","2509303722","2509303722","2555545990","2509303722","2509303722"
"70","Défense","Défense","178","Préparation et emploi des forces","5","Logistique et soutien interarmées","2","dépenses de personnel","2813723316","2795977643","2795977643","2813723316","2795977643","2795977643"
"70","Défense","Défense","178","Préparation et emploi des forces","6","Surcoûts liés aux opérations extérieures","2","dépenses de personnel","210000000","170000000","170000000","210000000","170000000","170000000"
"70","Défense","Défense","178","Préparation et emploi des forces","7","Surcoûts liés aux opérations intérieures","2","dépenses de personnel","11000000","11000000","11000000","11000000","11000000","11000000"
"70","Défense","Défense","212","Soutien de la politique de la défense","10","Restructurations","2","dépenses de personnel","90317405","77027811","77027811","90317405","77027811","77027811"
"70","Défense","Défense","212","Soutien de la politique de la défense","11","Pilotage, soutien et communication","2","dépenses de personnel","381657144","385570207","385570207","381657144","385570207","385570207"
"70","Défense","Défense","212","Soutien de la politique de la défense","4","Politique immobilière","2","dépenses de personnel","317939692","317415177","317415177","317939692","317415177","317415177"
"70","Défense","Défense","212","Soutien de la politique de la défense","6","Politiques des ressources humaines","2","dépenses de personnel","389174588","392059858","392059858","389174588","392059858","392059858"
"70","Défense","Défense","212","Soutien de la politique de la défense","8","Politique culturelle et éducative","2","dépenses de personnel","37760426","37997812","37997812","37760426","37997812","37997812"
"70","Défense","Défense","144","Environnement et prospective de la politique de défense","3","Recherche et exploitation du renseignement intéressant la sécurité de la France","3","dépenses de fonctionnement","156701077","130296715","130296715","141359268","129024203","129024203"
"70","Défense","Défense","144","Environnement et prospective de la politique de défense","7","Prospective de défense","3","dépenses de fonctionnement","1010552335","1065649519","1065649519","978114153","1003411162","1003411162"
"70","Défense","Défense","144","Environnement et prospective de la politique de défense","8","Relations internationales","3","dépenses de fonctionnement","13955247","13903072","13903072","13408793","13903072","13903072"
"70","Défense","Défense","146","Équipement des forces","10","Protection et sauvegarde","3","dépenses de fonctionnement","15334530","55427769","55427769","39819380","77028766","77028766"
"70","Défense","Défense","146","Équipement des forces","11","Préparation et conduite des opérations d'armement","3","dépenses de fonctionnement","161239842","158958495","158958495","160321350","165243848","165243848"
"70","Défense","Défense","146","Équipement des forces","6","Dissuasion","3","dépenses de fonctionnement","524479506","219150811","219150811","326650894","429288768","429288768"
"70","Défense","Défense","146","Équipement des forces","7","Commandement et maîtrise de l'information","3","dépenses de fonctionnement","254663086","240442130","240442130","130536890","396551185","396551185"
"70","Défense","Défense","146","Équipement des forces","8","Projection - mobilité - soutien","3","dépenses de fonctionnement","285390714","247272406","247272406","177510589","211153252","211153252"
"70","Défense","Défense","146","Équipement des forces","9","Engagement et combat","3","dépenses de fonctionnement","302422469","216937107","216937107","576464988","720951815","720951815"
"70","Défense","Défense","178","Préparation et emploi des forces","1","Planification  des moyens et conduite des opérations","3","dépenses de fonctionnement","147993000","139223642","139223642","147077000","142242251","142242251"
"70","Défense","Défense","178","Préparation et emploi des forces","2","Préparation des forces terrestres","3","dépenses de fonctionnement","1396371691","1306945141","1306945141","1227228027","1263191579","1263191579"
"70","Défense","Défense","178","Préparation et emploi des forces","3","Préparation des forces navales","3","dépenses de fonctionnement","1700612000","2020734147","2020734147","1725364000","1861017659","1861017659"
"70","Défense","Défense","178","Préparation et emploi des forces","4","Préparation des forces aériennes","3","dépenses de fonctionnement","2152620000","1876567005","1876567005","1748107000","1783351623","1783351623"
"70","Défense","Défense","178","Préparation et emploi des forces","5","Logistique et soutien interarmées","3","dépenses de fonctionnement","1047356000","1169501379","1169501379","967956000","965522888","965522888"
"70","Défense","Défense","178","Préparation et emploi des forces","6","Surcoûts liés aux opérations extérieures","3","dépenses de fonctionnement","361000000","240000000","240000000","361000000","240000000","240000000"
"70","Défense","Défense","178","Préparation et emploi des forces","7","Surcoûts liés aux opérations intérieures","3","dépenses de fonctionnement","0","0","0","0","0","0"
"70","Défense","Défense","212","Soutien de la politique de la défense","10","Restructurations","3","dépenses de fonctionnement","7093561","8600062","8600062","7765384","9931275","9931275"
"70","Défense","Défense","212","Soutien de la politique de la défense","11","Pilotage, soutien et communication","3","dépenses de fonctionnement","251333571","329480197","329480197","287235395","271866742","271866742"
"70","Défense","Défense","212","Soutien de la politique de la défense","4","Politique immobilière","3","dépenses de fonctionnement","352957986","318846116","318846116","352957986","318846116","318846116"
"70","Défense","Défense","212","Soutien de la politique de la défense","5","Systèmes d'information, d'administration et de gestion","3","dépenses de fonctionnement","70956825","92613794","92613794","63738691","92533415","92533415"
"70","Défense","Défense","212","Soutien de la politique de la défense","6","Politiques des ressources humaines","3","dépenses de fonctionnement","106341021","132955192","132955192","106225633","129355192","129355192"
"70","Défense","Défense","212","Soutien de la politique de la défense","8","Politique culturelle et éducative","3","dépenses de fonctionnement","22456004","24226419","24226419","22782278","23817159","23817159"
"70","Défense","Défense","402","Excellence technologique des industries de défense","2","Maîtrise des technologies spatiales","3","dépenses de fonctionnement","0","1719000","1719000","0","1719000","1719000"
"70","Défense","Défense","144","Environnement et prospective de la politique de défense","3","Recherche et exploitation du renseignement intéressant la sécurité de la France","5","dépenses d’investissement","113328793","70514691","70514691","84180293","133904456","133904456"
"70","Défense","Défense","146","Équipement des forces","10","Protection et sauvegarde","5","dépenses d’investissement","596893609","398136731","398136731","326827216","259163400","259163400"
"70","Défense","Défense","146","Équipement des forces","11","Préparation et conduite des opérations d'armement","5","dépenses d’investissement","59526826","62679908","62679908","58704388","56394555","56394555"
"70","Défense","Défense","146","Équipement des forces","6","Dissuasion","5","dépenses d’investissement","1909594169","2196336293","2196336293","2169482981","1471455051","1471455051"
"70","Défense","Défense","146","Équipement des forces","7","Commandement et maîtrise de l'information","5","dépenses d’investissement","1547846366","1356823683","1356823683","382471770","879407742","879407742"
"70","Défense","Défense","146","Équipement des forces","8","Projection - mobilité - soutien","5","dépenses d’investissement","537101714","1466859342","1466859342","782356278","720180971","720180971"
"70","Défense","Défense","146","Équipement des forces","9","Engagement et combat","5","dépenses d’investissement","1852821407","3651704209","3651704209","3796862779","2972408093","2972408093"
"70","Défense","Défense","178","Préparation et emploi des forces","1","Planification  des moyens et conduite des opérations","5","dépenses d’investissement","188638000","158261113","158261113","182402000","180392034","180392034"
"70","Défense","Défense","178","Préparation et emploi des forces","2","Préparation des forces terrestres","5","dépenses d’investissement","85860000","89487071","89487071","84160000","88217389","88217389"
"70","Défense","Défense","178","Préparation et emploi des forces","3","Préparation des forces navales","5","dépenses d’investissement","102538000","95421375","95421375","112428000","105919531","105919531"
"70","Défense","Défense","178","Préparation et emploi des forces","4","Préparation des forces aériennes","5","dépenses d’investissement","51605000","58158712","58158712","52720000","39339770","39339770"
"70","Défense","Défense","178","Préparation et emploi des forces","5","Logistique et soutien interarmées","5","dépenses d’investissement","81275000","93540226","93540226","81275000","92336231","92336231"
"70","Défense","Défense","212","Soutien de la politique de la défense","10","Restructurations","5","dépenses d’investissement","200098603","181000000","181000000","205844782","205320000","205320000"
"70","Défense","Défense","212","Soutien de la politique de la défense","11","Pilotage, soutien et communication","5","dépenses d’investissement","19230873","30262225","30262225","20233742","37792736","37792736"
"70","Défense","Défense","212","Soutien de la politique de la défense","4","Politique immobilière","5","dépenses d’investissement","1143975826","1179857250","1179857250","482860989","617540180","617540180"
"70","Défense","Défense","212","Soutien de la politique de la défense","5","Systèmes d'information, d'administration et de gestion","5","dépenses d’investissement","47304550","39691626","39691626","42492460","39657178","39657178"
"70","Défense","Défense","212","Soutien de la politique de la défense","6","Politiques des ressources humaines","5","dépenses d’investissement","703097","814030","814030","703097","814030","814030"
"70","Défense","Défense","402","Excellence technologique des industries de défense","1","Maîtrise des technologies nucléaires","5","dépenses d’investissement","0","1328100000","1328100000","0","1328100000","1328100000"
"70","Défense","Défense","402","Excellence technologique des industries de défense","2","Maîtrise des technologies spatiales","5","dépenses d’investissement","0","170181000","170181000","0","170181000","170181000"
"70","Défense","Défense","144","Environnement et prospective de la politique de défense","3","Recherche et exploitation du renseignement intéressant la sécurité de la France","6","dépenses d’intervention","18500","0","0","18500","0","0"
"70","Défense","Défense","144","Environnement et prospective de la politique de défense","7","Prospective de défense","6","dépenses d’intervention","24814417","28084906","28084906","24814417","28084906","28084906"
"70","Défense","Défense","144","Environnement et prospective de la politique de défense","8","Relations internationales","6","dépenses d’intervention","30292000","21230000","21230000","30292000","21230000","21230000"
"70","Défense","Défense","146","Équipement des forces","10","Protection et sauvegarde","6","dépenses d’intervention","0","0","0","0","581501","581501"
"70","Défense","Défense","146","Équipement des forces","11","Préparation et conduite des opérations d'armement","6","dépenses d’intervention","2244355","1918000","1918000","1831275","1918000","1918000"
"70","Défense","Défense","146","Équipement des forces","7","Commandement et maîtrise de l'information","6","dépenses d’intervention","0","0","0","99156","0","0"
"70","Défense","Défense","146","Équipement des forces","8","Projection - mobilité - soutien","6","dépenses d’intervention","0","0","0","2237972","5145743","5145743"
"70","Défense","Défense","146","Équipement des forces","9","Engagement et combat","6","dépenses d’intervention","0","0","0","1432966","1979001","1979001"
"70","Défense","Défense","178","Préparation et emploi des forces","1","Planification  des moyens et conduite des opérations","6","dépenses d’intervention","147120000","150970116","150970116","147120000","151041919","151041919"
"70","Défense","Défense","178","Préparation et emploi des forces","2","Préparation des forces terrestres","6","dépenses d’intervention","5200000","5130000","5130000","5200000","5130000","5130000"
"70","Défense","Défense","178","Préparation et emploi des forces","6","Surcoûts liés aux opérations extérieures","6","dépenses d’intervention","59000000","40000000","40000000","59000000","40000000","40000000"
"70","Défense","Défense","178","Préparation et emploi des forces","7","Surcoûts liés aux opérations intérieures","6","dépenses d’intervention","0","0","0","0","0","0"
"70","Défense","Défense","212","Soutien de la politique de la défense","10","Restructurations","6","dépenses d’intervention","59967099","39421801","39421801","27074947","41798547","41798547"
"70","Défense","Défense","212","Soutien de la politique de la défense","11","Pilotage, soutien et communication","6","dépenses d’intervention","0","0","0","1575097","636222","636222"
"70","Défense","Défense","212","Soutien de la politique de la défense","4","Politique immobilière","6","dépenses d’intervention","3000000","8000000","8000000","3000000","8000000","8000000"
"70","Défense","Défense","212","Soutien de la politique de la défense","6","Politiques des ressources humaines","6","dépenses d’intervention","1000","101500","101500","1000","101500","101500"
"70","Défense","Défense","212","Soutien de la politique de la défense","8","Politique culturelle et éducative","6","dépenses d’intervention","261500","235000","235000","261500","235000","235000"
"70","Défense","Défense","144","Environnement et prospective de la politique de défense","7","Prospective de défense","7","dépenses d’opérations financières","0","5500000","5500000","0","5500000","5500000"
"70","Défense","Défense","212","Soutien de la politique de la défense","8","Politique culturelle et éducative","7","dépenses d’opérations financières","5200000","6680733","6680733","5200000","6680733","6680733"
"12","Premier ministre","Direction de l'action du Gouvernement","129","Coordination du travail gouvernemental","1","Coordination du travail gouvernemental","2","dépenses de personnel","66389540","68590111","68590111","66389540","68590111","68590111"
"12","Premier ministre","Direction de l'action du Gouvernement","129","Coordination du travail gouvernemental","10","Soutien","2","dépenses de personnel","34513833","36655881","36655881","34513833","36655881","36655881"
"12","Premier ministre","Direction de l'action du Gouvernement","129","Coordination du travail gouvernemental","11","Stratégie et prospective","2","dépenses de personnel","12999211","13411041","13411041","12999211","13411041","13411041"
"12","Premier ministre","Direction de l'action du Gouvernement","129","Coordination du travail gouvernemental","15","Mission interministérielle de lutte contre la drogue et la toxicomanie","2","dépenses de personnel","1954368","2281867","2281867","1954368","2281867","2281867"
"12","Premier ministre","Direction de l'action du Gouvernement","129","Coordination du travail gouvernemental","2","Coordination de la sécurité et de la défense","2","dépenses de personnel","43288638","47689459","47689459","43288638","47689459","47689459"
"12","Premier ministre","Direction de l'action du Gouvernement","129","Coordination du travail gouvernemental","3","Coordination de la politique européenne","2","dépenses de personnel","11053124","10995986","10995986","11053124","10995986","10995986"
"12","Premier ministre","Direction de l'action du Gouvernement","308","Protection des droits et libertés","10","Haute autorité pour la transparence de la vie publique","2","dépenses de personnel","0","2350000","2350000","0","2350000","2350000"
"12","Premier ministre","Direction de l'action du Gouvernement","308","Protection des droits et libertés","2","Commission nationale de l'informatique et des libertés","2","dépenses de personnel","11720525","12406882","12406882","11720525","12406882","12406882"
"12","Premier ministre","Direction de l'action du Gouvernement","308","Protection des droits et libertés","3","Conseil supérieur de l'audiovisuel","2","dépenses de personnel","21198543","21045549","21045549","21198543","21045549","21045549"
"12","Premier ministre","Direction de l'action du Gouvernement","308","Protection des droits et libertés","5","Contrôleur général des lieux de privation de liberté","2","dépenses de personnel","3282057","3484082","3484082","3282057","3484082","3484082"
"12","Premier ministre","Direction de l'action du Gouvernement","308","Protection des droits et libertés","6","Autres autorités indépendantes","2","dépenses de personnel","1873042","1910346","1910346","1873042","1910346","1910346"
"12","Premier ministre","Direction de l'action du Gouvernement","308","Protection des droits et libertés","7","Sécurité et protection des libertés","2","dépenses de personnel","638815","640179","640179","638815","640179","640179"
"12","Premier ministre","Direction de l'action du Gouvernement","308","Protection des droits et libertés","9","Défenseur des droits","2","dépenses de personnel","15636727","16094814","16094814","15636727","16094814","16094814"
"12","Premier ministre","Direction de l'action du Gouvernement","333","Moyens mutualisés des administrations déconcentrées","3","Emplois déconcentrés des services du Premier ministre","2","dépenses de personnel","107718348","106884513","106884513","107718348","106884513","106884513"
"12","Premier ministre","Direction de l'action du Gouvernement","129","Coordination du travail gouvernemental","1","Coordination du travail gouvernemental","3","dépenses de fonctionnement","56883046","50081078","50081078","59283046","52681108","52681108"
"12","Premier ministre","Direction de l'action du Gouvernement","129","Coordination du travail gouvernemental","10","Soutien","3","dépenses de fonctionnement","42103656","35451750","35451750","39968557","37882010","37882010"
"12","Premier ministre","Direction de l'action du Gouvernement","129","Coordination du travail gouvernemental","11","Stratégie et prospective","3","dépenses de fonctionnement","8002965","7071733","7071733","8002965","7071733","7071733"
"12","Premier ministre","Direction de l'action du Gouvernement","129","Coordination du travail gouvernemental","13","Ordre de la Légion d'honneur","3","dépenses de fonctionnement","23378885","23106353","23106353","23378885","23106353","23106353"
"12","Premier ministre","Direction de l'action du Gouvernement","129","Coordination du travail gouvernemental","14","Ordre de la Libération","3","dépenses de fonctionnement","1345159","1354652","1354652","1345159","1354652","1354652"
"12","Premier ministre","Direction de l'action du Gouvernement","129","Coordination du travail gouvernemental","15","Mission interministérielle de lutte contre la drogue et la toxicomanie","3","dépenses de fonctionnement","5813808","5071200","5071200","5813808","5071200","5071200"
"12","Premier ministre","Direction de l'action du Gouvernement","129","Coordination du travail gouvernemental","2","Coordination de la sécurité et de la défense","3","dépenses de fonctionnement","98000520","97657699","97657699","105663205","101311105","101311105"
"12","Premier ministre","Direction de l'action du Gouvernement","129","Coordination du travail gouvernemental","3","Coordination de la politique européenne","3","dépenses de fonctionnement","4733237","5077238","5077238","4733237","5077238","5077238"
"12","Premier ministre","Direction de l'action du Gouvernement","308","Protection des droits et libertés","10","Haute autorité pour la transparence de la vie publique","3","dépenses de fonctionnement","0","1400000","1400000","0","500000","500000"
"12","Premier ministre","Direction de l'action du Gouvernement","308","Protection des droits et libertés","2","Commission nationale de l'informatique et des libertés","3","dépenses de fonctionnement","3817732","3450037","3450037","5797248","5498757","5498757"
"12","Premier ministre","Direction de l'action du Gouvernement","308","Protection des droits et libertés","3","Conseil supérieur de l'audiovisuel","3","dépenses de fonctionnement","10809560","9985814","9985814","15809560","14735814","14735814"
"12","Premier ministre","Direction de l'action du Gouvernement","308","Protection des droits et libertés","5","Contrôleur général des lieux de privation de liberté","3","dépenses de fonctionnement","757157","1690369","1690369","1012047","1075251","1075251"
"12","Premier ministre","Direction de l'action du Gouvernement","308","Protection des droits et libertés","6","Autres autorités indépendantes","3","dépenses de fonctionnement","1179092","1187092","1187092","1179092","1187092","1187092"
"12","Premier ministre","Direction de l'action du Gouvernement","308","Protection des droits et libertés","7","Sécurité et protection des libertés","3","dépenses de fonctionnement","147848","167032","167032","147848","167032","167032"
"12","Premier ministre","Direction de l'action du Gouvernement","308","Protection des droits et libertés","9","Défenseur des droits","3","dépenses de fonctionnement","9184153","23068292","23068292","13357693","13341682","13341682"
"12","Premier ministre","Direction de l'action du Gouvernement","333","Moyens mutualisés des administrations déconcentrées","1","Fonctionnement courant des directions départementales interministérielles","3","dépenses de fonctionnement","85586130","79500000","79500000","85586130","79500000","79500000"
"12","Premier ministre","Direction de l'action du Gouvernement","333","Moyens mutualisés des administrations déconcentrées","2","Loyers et charges immobilières des administrations déconcentrées","3","dépenses de fonctionnement","415079678","399310726","399310726","355010191","354010191","354010191"
"12","Premier ministre","Direction de l'action du Gouvernement","129","Coordination du travail gouvernemental","1","Coordination du travail gouvernemental","5","dépenses d’investissement","4210000","0","0","4050000","0","0"
"12","Premier ministre","Direction de l'action du Gouvernement","129","Coordination du travail gouvernemental","10","Soutien","5","dépenses d’investissement","3969860","2250000","2250000","4100781","3480477","3480477"
"12","Premier ministre","Direction de l'action du Gouvernement","129","Coordination du travail gouvernemental","15","Mission interministérielle de lutte contre la drogue et la toxicomanie","5","dépenses d’investissement","300000","0","0","300000","0","0"
"12","Premier ministre","Direction de l'action du Gouvernement","129","Coordination du travail gouvernemental","2","Coordination de la sécurité et de la défense","5","dépenses d’investissement","102905132","96716800","96716800","100193223","94511099","94511099"
"12","Premier ministre","Direction de l'action du Gouvernement","308","Protection des droits et libertés","2","Commission nationale de l'informatique et des libertés","5","dépenses d’investissement","0","33000","33000","0","33000","33000"
"12","Premier ministre","Direction de l'action du Gouvernement","333","Moyens mutualisés des administrations déconcentrées","1","Fonctionnement courant des directions départementales interministérielles","5","dépenses d’investissement","10000000","12000000","12000000","10000000","12000000","12000000"
"12","Premier ministre","Direction de l'action du Gouvernement","401","Transition numérique de l'État et modernisation de l'action publique","1","Transition numérique de l'Etat et modernisation de l'action publique","5","dépenses d’investissement","0","150000000","150000000","0","150000000","150000000"
"12","Premier ministre","Direction de l'action du Gouvernement","129","Coordination du travail gouvernemental","1","Coordination du travail gouvernemental","6","dépenses d’intervention","9167892","7554042","7554042","9167892","7554042","7554042"
"12","Premier ministre","Direction de l'action du Gouvernement","129","Coordination du travail gouvernemental","10","Soutien","6","dépenses d’intervention","0","1000000","1000000","0","1000000","1000000"
"12","Premier ministre","Direction de l'action du Gouvernement","129","Coordination du travail gouvernemental","11","Stratégie et prospective","6","dépenses d’intervention","6098903","4751303","4751303","6098903","4751303","4751303"
"12","Premier ministre","Direction de l'action du Gouvernement","129","Coordination du travail gouvernemental","13","Ordre de la Légion d'honneur","6","dépenses d’intervention","6000","0","0","6000","0","0"
"12","Premier ministre","Direction de l'action du Gouvernement","129","Coordination du travail gouvernemental","15","Mission interministérielle de lutte contre la drogue et la toxicomanie","6","dépenses d’intervention","13865538","13575528","13575528","13865538","13575528","13575528"
"12","Premier ministre","Direction de l'action du Gouvernement","129","Coordination du travail gouvernemental","2","Coordination de la sécurité et de la défense","6","dépenses d’intervention","895500","1045500","1045500","895500","1645500","1645500"
"12","Premier ministre","Direction de l'action du Gouvernement","308","Protection des droits et libertés","2","Commission nationale de l'informatique et des libertés","6","dépenses d’intervention","6000","6000","6000","6000","6000","6000"
"12","Premier ministre","Direction de l'action du Gouvernement","308","Protection des droits et libertés","7","Sécurité et protection des libertés","6","dépenses d’intervention","1500","0","0","1500","0","0"
"12","Premier ministre","Direction de l'action du Gouvernement","308","Protection des droits et libertés","9","Défenseur des droits","6","dépenses d’intervention","50000","0","0","50000","0","0"
"12","Premier ministre","Direction de l'action du Gouvernement","129","Coordination du travail gouvernemental","13","Ordre de la Légion d'honneur","7","dépenses d’opérations financières","2500000","2500000","2500000","2500000","2500000","2500000"
"23","Écologie","Écologie, développement et mobilité durables","181","Prévention des risques","9","Contrôle de la sûreté nucléaire et de la radioprotection","2","dépenses de personnel","39782850","40676477","40676477","39782850","40676477","40676477"
"23","Écologie","Écologie, développement et mobilité durables","217","Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables","11","Personnels oeuvrant pour les politiques du programme ""Sécurité et affaires maritimes""","2","dépenses de personnel","182877881","182412263","182412263","182877881","182412263","182412263"
"23","Écologie","Écologie, développement et mobilité durables","217","Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables","13","Personnels oeuvrant pour les politiques du programme ""Paysages, eau et biodiversité""","2","dépenses de personnel","212127971","214083832","214083832","212127971","214083832","214083832"
"23","Écologie","Écologie, développement et mobilité durables","217","Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables","14","Personnels oeuvrant dans le domaine de la recherche et de l'action scientifique et technique","2","dépenses de personnel","156493074","12160956","12160956","156493074","12160956","12160956"
"23","Écologie","Écologie, développement et mobilité durables","217","Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables","15","Personnels relevant du ministère de l'égalité des territoires et du logement","2","dépenses de personnel","0","0","0","0","0","0"
"23","Écologie","Écologie, développement et mobilité durables","217","Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables","16","Personnels oeuvrant pour les politiques du programme ""Prévention des risques""","2","dépenses de personnel","221057642","223785981","223785981","221057642","223785981","223785981"
"23","Écologie","Écologie, développement et mobilité durables","217","Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables","22","Personnels transférés aux collectivités territoriales","2","dépenses de personnel","14829533","15721692","15721692","14829533","15721692","15721692"
"23","Écologie","Écologie, développement et mobilité durables","217","Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables","23","Personnels oeuvrant pour les politiques des programmes ""énergie, climat et après-mines""","2","dépenses de personnel","53720415","54708916","54708916","53720415","54708916","54708916"
"23","Écologie","Écologie, développement et mobilité durables","217","Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables","24","Personnels oeuvrant dans le domaine des transports aériens","2","dépenses de personnel","1998816","2041143","2041143","1998816","2041143","2041143"
"23","Écologie","Écologie, développement et mobilité durables","217","Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables","25","Commission nationale du débat public","2","dépenses de personnel","1500000","1630000","1630000","1500000","1630000","1630000"
"23","Écologie","Écologie, développement et mobilité durables","217","Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables","26","Autorité de contrôle des nuisances aéroportuaires (ACNUSA)","2","dépenses de personnel","1000000","1100000","1100000","1000000","1100000","1100000"
"23","Écologie","Écologie, développement et mobilité durables","217","Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables","5","Politique des ressources humaines et formation","2","dépenses de personnel","126685968","125719148","125719148","126685968","125719148","125719148"
"23","Écologie","Écologie, développement et mobilité durables","217","Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables","7","Personnels oeuvrant pour les politiques du programme ""Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables""","2","dépenses de personnel","510905368","497040879","497040879","510905368","497040879","497040879"
"23","Écologie","Écologie, développement et mobilité durables","217","Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables","8","Personnels oeuvrant pour les politiques du programme ""Infrastructures et services de transports""","2","dépenses de personnel","645927204","635721650","635721650","645927204","635721650","635721650"
"23","Écologie","Écologie, développement et mobilité durables","217","Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables","9","Personnels oeuvrant pour les politiques du programme ""Sécurité et éducation routières""","2","dépenses de personnel","43025968","39495691","39495691","43025968","39495691","39495691"
"23","Écologie","Écologie, développement et mobilité durables","113","Paysages, eau et biodiversité","1","Sites, paysages, publicité","3","dépenses de fonctionnement","3100000","3537526","3537526","3100000","2613057","2613057"
"23","Écologie","Écologie, développement et mobilité durables","113","Paysages, eau et biodiversité","2","logistique, formation et contentieux","3","dépenses de fonctionnement","3640000","6562625","6562625","3640000","6214500","6214500"
